Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized)
p10244,-0.3527,0.830958,-0.525657,-0.00202434,-1.06551,1.17592,-0.648036,-0.383696
p10245,0.213553,-0.984016,0.386678,-0.372941,0.630199,0.46297,0.0619631,-0.54489
p10246,0.658157,-0.28589,0.254421,1.0856,0.141397,0.194758,0.211097,0.935851
p10247,-0.365163,-0.650779,0.157441,0.534297,0.0888378,-0.185588,0.294091,0.868118
p10248,-1.0597,-0.495311,-0.360704,-0.070627,0.0867914,0.405675,-0.00896265,-0.0922968
p10249,-0.0229181,-0.85194,-0.109993,0.458687,-0.326553,-0.480184,0.518992,-0.30315
p1025,-0.431962,-0.682187,-0.169555,-0.265264,-0.0758623,0.362105,0.163155,-0.475016
p10250,-0.275423,-0.557079,0.888082,-0.424476,-0.740173,0.0190528,-1.3681,1.9149
p10251,-0.424143,-0.753284,0.0606939,0.288528,0.0765906,-0.242705,-0.0748063,-0.0154605
p10252,-1.03946,0.498575,0.191151,0.222786,-0.107788,-1.40901,2.12078,-0.526012
p10253,0.172936,-0.486044,-0.362912,-0.0771506,-0.0485557,0.35214,-0.438143,0.153864
p10254,-0.624554,1.57581,-2.51641,1.04316,-0.00125653,0.20859,1.88229,1.72709
p10255,1.32552,-0.896999,0.0759597,-0.171776,-0.576727,0.0725431,-0.750432,-0.775908
p10256,1.31596,-0.375863,-0.389068,-0.879278,-0.294182,-0.548454,-0.373556,0.117231
p10257,-0.101614,1.56302,2.148,0.0448047,-1.30333,-2.06292,0.0461037,0.823237
p10258,0.807667,0.0833258,-1.16136,-0.410486,1.14197,-1.16441,-0.789804,-0.0699489
p10259,0.53243,-0.865383,1.15227,-1.1229,-0.136993,-0.817471,-0.18697,-0.7908
p1026,-0.206339,-0.532414,-0.370972,1.3098,0.524263,-0.880871,0.409569,-0.664378
p10260,-2.35511,2.12836,1.84484,-1.3114,1.55555,0.169059,2.08319,-0.916389
p10261,-0.381843,-0.19096,-0.601637,-0.0679564,-0.324477,-1.41502,-0.830707,0.279792
p10262,0.184501,-0.124086,-0.154017,0.839302,0.260134,0.0394542,0.522767,1.35852
p10263,0.048433,0.0624346,-0.379398,-0.0998328,-0.0104756,-0.206482,-0.0941969,-0.115011
p10264,-1.25861,-0.550843,0.25991,0.919317,0.767102,-0.761247,-0.996002,-0.431304
p10265,0.220151,0.166926,-0.678871,1.46847,2.15354,0.650639,-0.142572,-0.330138
p10266,-0.569046,-0.779344,0.0440604,0.0405935,0.454988,-0.123103,-0.254618,-0.617045
p10267,1.35195,0.72355,-1.64149,0.595377,1.51391,-1.01186,0.853164,1.65149
p10268,0.61487,0.273884,1.23881,0.758109,-0.394314,1.65125,-0.987594,0.787119
p10269,1.14955,-1.17993,0.475862,-0.547399,-0.12248,0.659512,-0.321137,-0.0969757
p1027,1.55144,1.90353,-1.6282,0.759899,-1.60485,1.71369,0.435074,-1.82072
p10270,1.07567,-1.03379,0.490266,0.265509,-0.545449,-0.341068,0.891762,0.524949
p10271,2.36718,0.799545,-1.34257,0.506612,0.326544,0.796026,0.629631,0.743038
p10272,-1.13447,-0.479593,0.559148,0.671847,0.629971,-0.528522,-0.763948,-0.151092
p10273,0.0672716,-0.468002,-0.42713,0.640045,0.200535,0.200804,0.340142,0.0555285
p10274,0.117968,-0.335731,-0.27618,-0.30895,-0.255851,-0.415277,-0.250562,-1.15684
p10275,-0.420515,0.606594,-0.416089,0.110216,0.670882,0.0608232,-2.02133,-3.9239
p10276,0.827028,-0.936439,-0.051551,-0.365144,-0.289065,-0.404257,-0.622092,-0.0461283
p10277,0.378184,0.651115,2.93029,0.898426,-0.53291,1.65346,1.30564,-2.13556
p10278,-0.423338,0.792509,1.5765,-2.42609,0.851834,-0.998876,-1.0427,1.44907
p10279,1.02091,-0.829881,0.630105,0.419091,-0.480098,-0.198504,0.478333,0.534502
p1028,0.100537,1.49,2.39655,-1.5123,-0.952392,-1.95399,1.50456,-0.186717
p10280,0.0809023,0.337667,-1.03625,0.581337,-0.53112,-0.319073,0.400858,0.275342
p10281,0.572981,-0.386568,0.104235,-0.520336,0.0141439,0.523802,-0.105651,-0.673583
p10282,-0.994571,-0.372633,0.489568,0.949923,-0.0563424,-0.190618,-0.311961,0.218252
p10283,-0.507321,0.660793,1.47333,-1.05966,-0.258702,-2.55192,-0.567032,0.862901
p10284,0.167171,-0.252795,-0.704623,-0.366363,0.261585,0.255438,-0.334959,1.02535
p10285,-2.55939,-0.132644,-0.129536,-0.0257439,0.61032,-0.0220054,-0.211779,0.110767
p10286,-1.15322,1.29607,-0.402137,-0.56785,1.17169,-2.39697,0.848548,-0.473976
p10287,-0.00173457,-0.583903,-0.0652809,0.686526,0.78521,1.04415,0.539085,-0.408097
p10288,0.720038,-0.998695,0.32776,-0.289614,-0.262581,0.723109,1.05034,0.640905
p10289,0.736865,-0.972276,0.0681081,-0.752671,0.25394,0.845128,0.238226,-0.110331
p1029,0.356645,-0.370102,-0.607904,-0.161682,0.55767,0.644676,0.132349,0.491043
p10290,0.242647,-0.288913,0.966732,-1.34496,-0.502709,-0.848948,-1.49646,-0.0993538
p10291,-0.473295,0.924309,-0.911176,-1.66327,0.658451,0.990265,0.0337567,0.254491
p10292,-0.159314,1.07265,-0.0694482,-1.33813,-1.14613,-0.822848,0.81045,1.29342
p10293,0.0861866,0.0420845,-0.589205,-0.193132,0.134966,-0.761009,-0.561391,-1.18804
p10294,-0.389983,-0.471,1.27734,-0.465857,1.22486,1.02018,0.365804,0.475751
p10295,0.481332,1.32748,-1.44486,1.26965,-0.466189,1.52432,0.428563,1.58843
p10296,-0.72257,-0.53635,0.687503,-0.2169,0.246495,0.469877,-0.491154,-0.5277
p10297,0.650737,0.788964,0.104206,0.393676,0.321082,-2.60702,1.51444,0.154441
p10298,-0.0467531,-0.775344,0.00884868,-0.297305,-0.0949569,0.173065,-0.0965234,0.0569305
p10299,0.938773,1.95803,1.22725,1.43673,-3.43611,-1.32891,1.46501,-1.07176
p103,-0.784614,-0.33898,-0.121082,-0.245312,0.629888,0.0765864,-0.364474,0.238032
p1030,-0.226114,-0.46098,0.923714,-0.956706,1.15392,-0.165414,0.133295,0.560403
p10300,-0.216589,0.850487,-0.210322,0.068284,1.10257,-2.39741,0.180018,0.815226
p10301,0.82675,-1.17258,0.515535,-0.405348,1.01608,0.0475095,-0.0531792,-0.0937473
p10302,-0.900876,-0.286433,0.656417,-0.424422,-0.438743,0.0412493,-1.17439,0.633919
p10303,0.507141,-1.13621,0.416191,0.264694,1.18163,0.31822,-0.470452,-0.580348
p10304,1.3739,-1.41517,0.17813,0.142905,-0.464154,-0.385966,0.615347,-0.531682
p10305,0.0314141,-0.54751,-0.00136834,0.468898,-0.887955,0.179499,0.287631,-0.197466
p10306,-0.163754,-0.234426,1.17671,1.0771,0.889494,0.0241323,-0.905563,-1.60464
p10307,-0.715946,-0.760103,0.237829,1.29078,0.0652238,-0.441465,-0.207921,-0.478415
p10308,0.623551,0.900954,-1.83796,-0.0191374,0.0888022,1.03957,0.551447,0.191144
p10309,0.246101,-0.736286,1.19972,1.03814,-1.2278,-0.579043,0.491581,-0.0397812
p1031,0.269459,-1.23165,0.115462,-0.103488,0.367135,-0.23543,-0.1613,0.228604
p10310,-0.540722,-0.468419,-0.2975,2.5289,0.987377,0.0250468,1.2353,-0.41649
p10311,0.932242,-0.843247,0.27156,-0.370227,0.705683,-0.25279,0.381522,0.347251
p10312,-2.18439,-0.441117,0.251066,0.739731,0.221401,-0.638221,-0.306143,1.03637
p10313,1.02165,-0.993262,-0.0463764,-0.256849,-0.377305,-0.849161,0.0163391,0.0491586
p10314,0.252064,0.0985081,1.04242,0.803406,-0.320229,1.56963,0.451799,0.943159
p10315,0.150047,0.376198,-1.41994,-0.775026,-0.217482,1.19579,0.331464,-0.79742
p10316,-0.257616,0.373672,-0.896392,-0.172123,0.555089,-0.392793,-0.100706,1.81901
p10317,-3.29749,2.70424,-0.0962849,1.62111,-0.94744,-0.0728214,0.703051,-0.345166
p10318,1.59602,0.308104,-1.34766,0.563268,0.157027,0.451931,0.932581,1.3904
p10319,1.36854,1.40941,0.211377,4.57285,-0.166649,1.35989,-1.39096,4.50548
p1032,-1.48888,0.426563,0.875989,0.103548,-0.131472,-1.2455,0.987309,0.41279
p10320,-0.689963,-0.0593264,0.17907,0.218416,-1.08653,-0.630574,0.0503232,0.244726
p10321,2.65784,1.79414,0.269607,-0.263058,3.31821,1.70352,5.52397,3.00017
p10322,-1.24278,0.377795,-0.3148,0.394018,-0.975143,-0.483995,0.626624,-0.83098
p10323,-2.76839,1.81648,0.361057,0.196001,0.697925,-3.4,0.397689,-0.208847
p10324,-0.0519768,0.22266,-0.368719,-0.244004,0.592061,-0.616618,-1.01204,0.241173
p10325,-0.251865,0.130828,0.493936,-0.235708,-1.73636,-0.554573,-1.38293,0.525536
p10326,0.98737,-0.75862,-0.422145,0.135076,0.405381,-0.191954,0.226726,-0.654199
p10327,0.258691,-0.639636,1.16062,-0.152178,-0.271562,0.860904,1.6271,0.920182
p10328,-1.00287,-0.130658,-0.308264,-0.0739641,-0.50119,0.0255276,0.0815905,0.382088
p10329,0.559376,-0.769811,-0.00329458,0.237155,-1.1883,-0.200345,0.294489,-0.00526023
p1033,-1.59174,-0.137197,0.529275,0.0354574,-1.62184,-0.404058,-1.04935,0.485271
p10330,0.53519,0.512209,1.63043,-1.39018,2.44802,-1.72573,-1.089,-0.678353
p10331,-0.0951608,0.00184199,0.188454,0.635493,-1.3347,-0.524768,-0.721872,0.261233
p10332,-2.13054,0.705865,-0.654996,0.3826,-1.75664,-1.5055,-0.144233,-2.04894
p10333,0.730969,-0.210234,0.282903,-0.359382,0.540777,1.60332,0.460511,-0.434813
p10334,0.103793,-0.10875,0.0279624,-0.835809,-0.317554,0.0311367,-0.0902644,-0.177331
p10335,-1.10345,-0.711697,-0.118058,-0.0341222,-0.065546,-0.0686972,-0.308952,-0.66649
p10336,0.451302,-1.20208,0.282512,0.267948,0.465387,0.42656,0.1814,0.193043
p10337,-1.48189,0.256016,-0.708597,-0.204392,0.21265,0.353294,-0.613083,-0.951904
p10338,-0.520135,-0.475242,0.447127,-0.364548,0.605132,0.315933,0.591315,-0.560986
p10339,0.533086,0.432329,-0.822971,-0.548562,-1.29401,-0.325692,-0.350907,0.495208
p1034,-2.41422,0.0144223,-0.216284,0.163047,0.319072,-0.0449678,-1.10203,-0.37983
p10340,1.03722,0.487407,1.24028,3.33053,-3.21854,-3.25156,0.307764,0.613349
p10341,0.40227,0.129462,-0.041265,1.54554,0.948137,0.0795521,-2.26823,0.186164
p10342,-2.17501,0.582838,-0.46935,-0.187367,-0.567071,-0.953612,-0.797588,-0.392493
p10343,-1.07036,0.265621,-0.15774,-0.185109,-0.777001,-0.03949,0.545842,-0.52291
p10344,-1.16232,1.33482,3.05796,-4.21458,1.17286,4.34106,3.99121,1.73349
p10345,-0.397739,-0.465342,-0.315998,-0.638369,0.614058,-1.09983,0.213889,1.3205
p10346,-1.42022,2.48811,-0.0763627,-0.638249,0.288089,-1.94018,-0.607666,0.636008
p10347,0.884778,1.42469,-2.5631,0.241855,0.139757,0.675318,0.387948,0.390362
p10348,0.520647,-0.679292,0.0306311,-0.340274,-0.374565,0.448461,-0.152889,-2.04641
p10349,-1.45825,1.08636,0.541383,-0.883416,-0.273652,-2.67679,-0.590989,0.550395
p1035,0.152086,1.27148,2.42843,2.30044,-3.46323,-0.313501,-2.08014,1.6586
p10350,0.466095,0.0431212,0.0981216,0.143448,-0.38006,0.441834,-0.899204,0.586693
p10351,-0.082313,1.76791,-2.8449,-0.172582,0.608475,0.266077,-0.338153,0.706749
p10352,0.841809,-0.221729,0.334433,-0.544345,-1.28831,-1.74669,-0.397404,1.28101
p10353,-0.133963,-0.52722,0.0936767,0.439577,-0.0925869,-0.883715,0.616225,0.11375
p10354,0.934957,-0.618991,-0.146871,-0.577654,0.0450076,0.00228967,-0.090164,-0.385494
p10355,-0.0313316,2.12462,0.866425,-4.85826,0.0345501,-2.9958,0.483507,-1.74342
p10356,-0.283993,1.96722,1.50835,-0.516805,1.0035,-1.49692,-0.0208655,0.519706
p10357,0.629634,-0.394515,0.364808,0.0620472,0.105422,-1.38335,-0.639194,0.204981
p10358,-0.651243,0.701255,4.05548,-1.53669,0.384423,0.514646,-1.01283,1.5523
p10359,-0.492679,-0.138349,0.0135946,0.226214,0.176856,-0.154048,0.468678,0.943087
p1036,-0.145253,0.758856,-0.223049,2.29492,-0.51488,1.07612,0.684827,0.445244
p10360,0.781381,0.60072,1.04157,0.15228,1.1995,-1.03935,1.1525,2.51419
p10361,0.8471,-0.589566,0.0150208,-0.0178625,-1.43745,-0.336027,-0.0601399,-0.506992
p10362,0.479785,-0.74114,0.102315,0.161663,-0.0662662,0.314586,0.255063,-0.225284
p10363,-0.858177,0.287072,-0.434913,1.71851,-0.185524,-1.87774,1.83631,-0.586311
p10364,-1.78597,-0.574146,0.533797,-0.688497,-1.07924,-0.177417,0.256309,0.762999
p10365,-0.0404838,-0.486639,0.115227,-0.0745654,0.220869,0.226478,-0.219909,0.0141775
p10366,1.46441,1.39343,1.48985,-6.55953,-2.11015,2.92581,-0.604189,-3.49728
p10367,-0.29833,0.0749327,0.194528,0.123401,-0.358944,-0.159599,0.11434,-0.328015
p10368,-0.461506,-0.184761,0.214403,0.295406,-0.825717,0.210324,0.0707484,0.179364
p10369,-0.278889,-0.150956,0.543285,0.37692,-0.188585,-0.85959,0.148811,-0.138209
p1037,-1.93876,0.502694,-0.626125,0.350073,-1.0341,0.997323,-0.0575492,-1.31588
p10370,0.772256,-0.125196,-0.399766,-0.0282995,-0.853485,0.19898,0.669486,-0.0913182
p10371,0.492277,-0.541345,0.59078,-0.958133,-0.179845,0.346479,0.459933,-0.0155336
p10372,0.639483,0.272129,0.0463859,-0.437515,-0.539803,0.475228,0.203992,-0.526793
p10373,-0.307374,-0.0486851,0.279242,-0.219806,-0.46662,-0.178181,0.439971,-0.0659578
p10374,-0.216166,-0.859189,0.406086,0.525989,0.686269,0.2466,1.04344,-0.707772
p10375,0.471385,-0.710668,0.523743,-0.811907,0.00582558,-0.161944,-0.728679,-0.100551
p10376,0.185274,0.01195,-0.864185,-0.133493,-0.00544695,-1.01517,-2.07266,-0.618099
p10377,-1.52326,-0.348116,-0.167838,-0.395874,-0.0768,0.250757,-0.293397,-0.373575
p10378,-0.0426899,-0.536987,-0.26178,0.188057,-0.268112,0.215674,0.592976,0.346712
p10379,0.622284,-1.27525,0.425787,0.371846,0.771056,0.568097,0.250494,-1.1719
p1038,-0.0301165,1.59785,-1.13447,-0.688818,0.461862,-1.49083,-0.0211324,0.659964
p10380,-1.34641,-0.0600653,0.0237653,0.00249635,0.98618,-0.60564,-0.642709,-0.165065
p10381,0.0183953,-0.298043,-0.257732,0.552081,-0.297916,-0.679552,-0.00989079,-0.00472403
p10382,-1.98026,-0.326985,-0.203546,-0.160404,-0.112781,0.134533,0.152386,-0.456936
p10383,-1.02011,1.66442,-0.61674,-0.378674,0.315451,-0.308133,2.05292,0.571372
p10384,0.207091,-0.536155,0.0752882,0.543316,0.682814,0.280928,0.0829707,-0.729712
p10385,-0.771345,-0.558699,0.267825,0.769292,-0.450828,-0.0447216,-0.09012,-0.0126472
p10386,1.52282,-0.987834,0.17825,1.62558,-0.81994,-2.33304,2.07878,0.271957
p10387,0.213962,-0.343794,0.317211,-0.0537519,0.562196,0.0989457,-0.858007,0.0138916
p10388,-0.137599,-1.11822,0.180092,0.104497,-0.0205627,0.0224841,0.346843,-0.0375903
p10389,-0.0407095,-0.560732,0.953581,-0.477889,-2.1991,-0.21311,-0.329458,-0.0591801
p1039,-0.707771,0.205858,-0.572618,0.537002,-0.376803,0.196622,0.685829,0.634852
p10390,0.366978,-0.0895485,1.31749,-2.2996,0.99696,-0.398384,-0.756963,-0.0639119
p10391,0.404933,-0.180057,-0.893004,-0.332319,0.175271,0.343406,0.131588,0.353565
p10392,-0.0872722,-0.877361,0.0137201,-0.207997,0.215349,0.679853,0.114628,-0.492306
p10393,0.698789,-0.477877,-0.63111,0.0885824,0.577152,0.495916,-0.120298,0.578577
p10394,0.487895,-0.802978,-0.198349,0.219267,0.0942821,0.139793,0.401191,-0.841141
p10395,0.209376,-0.849016,0.202043,0.412423,-0.571366,0.32496,0.537374,0.2446
p10396,-1.40377,-0.486273,0.453987,0.0399797,0.0831398,-0.0883358,0.746878,0.379067
p10397,-0.00306261,0.0688154,-0.155469,0.148314,-1.00724,0.179764,0.323947,-0.375178
p10398,-1.31231,-0.3573,0.0650406,-0.105132,-0.588295,0.528905,-0.0374225,0.85875
p10399,-0.466516,-0.94441,0.145063,-0.111841,-0.103776,-0.427592,-0.213554,0.599029
p104,-0.684818,-0.503505,0.00239155,0.179912,-0.397727,0.216787,-0.118543,0.081349
p1040,0.573958,0.648561,-1.57485,-0.490405,0.96758,-0.751352,-1.05256,-0.226042
p10400,0.58542,-0.963133,0.151029,1.23971,-0.147676,-0.22065,0.406236,0.860643
p10401,2.20517,1.25174,-2.35723,-0.784244,1.30212,-0.244736,-0.690813,-0.546893
p10402,-0.589764,-0.26757,0.388914,0.493017,0.261159,0.721599,0.0439796,-0.292394
p10403,1.56439,0.634913,-1.59565,-0.0246315,0.511803,0.44188,0.583723,1.86772
p10404,1.14042,-0.970563,0.373172,-0.104012,0.114072,1.12721,-0.215494,0.160486
p10405,0.712147,-1.19314,0.288817,0.187697,0.617579,0.0515401,-0.189609,-0.358985
p10406,-0.542417,2.12659,-0.768387,2.52932,-2.2303,0.0861641,-0.315285,2.63381
p10407,-1.29985,-0.0271016,-0.363405,-0.497966,0.487282,-0.568494,-0.543255,-0.296946
p10408,2.65419,1.75711,-0.0158469,0.129563,-0.537379,-5.23078,4.18167,-0.164966
p10409,1.00936,-0.290121,-0.533701,-0.464631,1.39036,-1.09737,0.402462,1.25554
p1041,-0.321135,3.16144,4.91436,-2.28357,2.04456,3.13494,-0.481279,1.90991
p10410,0.660992,0.426009,-1.46128,-0.754044,0.0350112,-0.317554,-0.350783,-0.0841537
p10411,0.896572,-0.59462,0.757747,0.271588,0.262309,0.671083,0.314721,-0.0591186
p10412,1.76424,-0.539245,0.047841,0.472596,-0.620746,-0.78866,0.0167473,-2.33048
p10413,0.789255,-0.733112,0.194225,0.257425,0.393737,0.396593,-0.0272905,0.38095
p10414,1.87328,-0.718042,1.80712,-0.485141,-4.33845,-1.78843,1.0296,-2.65872
p10415,-0.72386,-0.104353,-0.0561483,0.174625,-1.44064,-0.697273,-0.580652,0.654836
p10416,-1.14557,2.21467,4.20657,-4.41581,2.5716,-2.27919,-0.650728,-0.632645
p10417,0.628675,-0.376446,-0.594253,-0.278137,-0.0631866,0.228694,-0.441817,-0.555269
p10418,0.010553,-0.775517,-0.148891,0.678086,-0.170377,-0.751372,0.921377,0.402157
p10419,-0.307849,-0.639319,0.173397,0.514692,0.169129,-0.120917,-1.58984,-0.126274
p1042,1.12071,2.18531,0.689308,3.1832,1.06204,3.59778,-2.56719,-0.669281
p10420,0.424382,-0.21205,-0.617656,-0.20688,0.844269,0.303211,0.675857,-0.310954
p10421,-0.405187,-0.906089,0.335128,0.695789,-0.266726,-0.623272,-0.0516703,-0.163566
p10422,0.0632648,-0.730397,0.438417,0.00299316,0.673956,0.432659,0.127985,0.471248
p10423,-0.409651,4.57424,-4.84927,-0.398417,1.16872,3.36606,0.686395,-0.919924
p10424,1.009,-1.17947,0.0767623,0.780979,0.620239,0.0392808,0.0666688,-0.173336
p10425,-0.706041,-0.662731,0.21219,-0.51457,0.320609,0.577925,-0.00932231,0.242853
p10426,-0.260878,-0.258309,1.30025,2.41932,-0.687173,-0.761732,0.97791,0.605816
p10427,-1.79605,-0.037607,0.0373442,1.21497,0.382864,0.0140107,0.343324,0.620043
p10428,-2.87174,0.0445731,-0.05521,0.208013,0.622013,0.22805,0.201852,-0.0186704
p10429,-1.82723,1.1923,1.39227,0.19358,-0.662156,-1.62334,-0.60385,0.323244
p1043,0.0456408,-0.1859,-0.403985,0.0554276,1.13708,-0.341804,0.719823,-0.0526106
p10430,0.610655,-0.48643,-0.376489,0.0893983,-0.0605807,-0.165396,1.11232,0.519424
p10431,1.26364,-0.941523,0.111695,-0.319704,0.907577,0.568017,-0.418355,-1.83583
p10432,0.0107487,-0.225131,-0.107603,-0.780388,0.175472,1.0129,0.397545,-0.480513
p10433,1.07328,1.47731,1.56102,4.37923,-1.02026,1.86741,-1.04789,0.933536
p10434,1.2336,-0.945603,0.172671,-0.596405,-0.733053,0.423237,-0.0857492,0.492298
p10435,-0.858758,-0.493361,-0.140077,-0.410301,0.272384,0.219465,0.0980429,-0.098949
p10436,1.73724,-0.95144,0.283323,-0.107951,-0.321587,-0.326865,0.0581501,-0.42152
p10437,-1.47892,0.517431,-1.02122,-0.418072,0.445233,0.137713,0.120407,-0.570004
p10438,-0.976374,1.05465,-0.313945,-0.451297,-0.639184,-1.97614,-0.879134,-0.431567
p10439,0.637725,-0.654536,-0.426914,-0.587681,0.044958,0.638223,-0.0600467,-0.0948811
p1044,1.22685,-0.840983,-0.337529,-0.496425,-0.254504,-0.298745,0.828453,0.238663
p10440,0.0902447,-0.306424,0.19135,-0.719427,-0.205363,1.01318,-0.234155,0.729138
p10441,-0.117949,1.07582,-0.461053,0.726836,0.33628,-3.83826,-1.93782,2.93074
p10442,0.533527,-0.691946,-0.271083,-0.546544,-0.224478,0.117369,0.289515,-0.667205
p10443,0.567572,-0.125492,-0.527499,-0.105651,-0.232208,-0.631572,0.551585,-0.237932
p10444,-0.134123,-0.968229,0.325849,-0.206561,0.487488,-0.114316,0.119404,-0.192317
p10445,0.621917,-1.12272,0.547488,0.273776,0.588536,0.447788,-0.444313,-0.208347
p10446,0.490677,-1.04158,0.119284,-0.524613,-0.155413,-0.285434,0.359937,-0.237804
p10447,0.272737,-0.481538,0.755683,0.893156,-0.663767,-0.78975,-0.726241,-0.359793
p10448,0.883764,-0.481469,-0.243972,-0.352995,-1.30578,-0.178481,0.514707,-0.276225
p10449,0.836879,-0.584873,-0.293345,-0.0486919,-0.792936,-0.363041,0.142367,-0.769595
p1045,-0.938168,0.522183,0.170617,-1.13986,-0.0810171,-1.03006,0.82696,-0.9258
p10450,-0.281607,-0.652873,0.797187,0.263252,0.0213911,-0.0946723,-0.25357,0.48165
p10451,-0.347361,-0.827167,0.335049,-0.399754,-0.87829,-0.624248,-0.796772,0.323241
p10452,-0.146723,-0.20702,-0.199535,-0.12644,0.647233,0.293437,-0.401117,0.442218
p10453,-0.170134,0.341621,-0.409516,0.982976,-1.57065,0.701604,0.016466,0.201942
p10454,2.98495,1.98737,3.59874,-3.48083,-2.40858,4.17015,0.700897,-0.834483
p10455,1.37626,0.581556,-1.57761,-0.644664,0.0450521,0.614418,0.228327,0.341249
p10456,-0.515983,2.39751,0.898571,-1.11591,2.11137,-0.690187,3.96098,0.455886
p10457,-0.116701,-0.86723,0.138543,0.631797,0.228108,0.510705,0.321233,0.106249
p10458,-0.710014,2.43073,0.939339,3.09792,-2.92746,0.544339,0.92134,0.440299
p10459,1.08531,-0.38195,3.02239,2.24677,1.17417,0.286063,1.34206,1.44856
p1046,-0.855128,2.78443,2.65956,-4.27983,2.03644,-3.53834,0.0181791,-0.865589
p10460,0.47001,0.472073,-0.349043,1.76524,1.29446,-2.61857,1.33217,2.10502
p10461,-0.71926,-0.744793,0.342176,0.471874,0.222309,-0.104736,-0.217865,0.342372
p10462,-1.04505,2.07542,0.687475,-1.51038,0.426544,-0.759685,-0.544063,2.27675
p10463,0.465171,0.165405,-0.540802,-0.321646,-0.401073,-0.318151,-1.14847,-0.397431
p10464,1.80974,0.0811297,2.59229,-5.49323,-1.45521,0.805665,3.93143,5.80808
p10465,0.872619,-0.322902,0.19231,-0.80708,-0.00964604,0.282779,-1.74551,1.04293
p10466,1.7758,-1.101,0.195311,0.375462,0.63614,-0.999731,-1.10842,-1.25246
p10467,0.579214,-0.0286757,0.95132,-0.989847,-0.205829,-2.19341,0.319834,0.289451
p10468,1.03828,-1.20598,0.317097,-0.0687696,-0.900784,-0.86038,0.131063,0.219576
p10469,-0.0876849,2.41411,0.245768,-1.54905,1.45649,0.54541,-1.27754,0.0714669
p1047,1.4119,1.91086,-1.59682,-0.528309,-2.8525,1.18982,-1.61691,-5.99777
p10470,-1.31623,0.0055434,-0.129677,-0.317482,0.614527,-0.663247,-0.233751,-0.185552
p10471,1.21042,0.778843,-0.24328,-1.15882,3.19431,-1.90174,-4.52642,-1.2642
p10472,-0.482348,-0.801215,0.64183,0.790085,0.132352,-0.159282,-0.288446,0.123996
p10473,-0.439548,-0.77159,0.326711,-0.872079,-0.354709,-0.516819,-0.155796,0.157039
p10474,-0.0346608,-0.412293,0.36771,-0.733839,-0.653621,0.100751,-0.978693,0.821221
p10475,-0.99809,-0.802816,-0.187105,-0.00117771,-0.329888,-0.239161,0.152169,-0.100396
p10476,-0.782215,-0.463117,-0.38729,0.318453,0.501005,-0.116087,-0.155954,-0.24364
p10477,1.65243,-0.618008,-0.233928,-0.0229076,0.297095,-0.337494,0.00738647,-0.105731
p10478,-0.436494,-0.495148,-0.557612,0.858199,-0.191853,0.189505,0.680011,0.647369
p10479,1.6593,0.0695489,-1.10663,0.491267,-0.374862,0.671456,1.39143,0.497157
p1048,-0.0344898,-0.615922,-0.51479,0.258798,-0.156517,-0.72531,-0.507822,0.235034
p10480,-0.299017,1.29955,-1.18312,-0.462731,-0.381741,0.652394,-1.00271,2.1767
p10481,0.58165,-0.240863,-0.0718848,0.170862,-1.83912,-0.670597,-0.264488,-1.33665
p10482,0.495109,-0.261837,0.459348,1.78294,0.843783,0.0443455,0.121307,0.632396
p10483,0.707786,0.980072,-1.89248,-0.387166,0.951501,-0.117502,-1.48069,0.372251
p10484,-0.625648,-0.546913,0.0247365,-0.251985,0.57713,-0.391345,-0.693013,-0.0739105
p10485,-0.509984,1.18104,-1.47504,0.122427,1.31877,1.5117,1.87052,1.51428
p10486,-0.168602,0.0824856,-0.880176,-0.711372,0.306318,0.905847,-0.0511889,-0.756416
p10487,0.898193,-0.995665,-0.131718,-0.607066,0.151132,0.51045,0.289678,-0.153878
p10488,-0.0554145,-0.596883,-0.220276,-0.0846458,0.955436,-0.0704835,-0.80184,-0.274977
p10489,-1.37839,0.295237,-0.126556,-2.20914,0.886836,0.324469,0.603496,1.26492
p1049,-2.61533,2.88747,0.1842,-1.74993,1.29203,-0.949804,-1.65563,-0.278396
p10490,-1.04284,1.46003,1.8524,-1.22901,0.247129,-1.12978,-0.959076,0.545056
p10491,-0.687773,-0.841585,0.83216,-0.368557,-1.39339,-0.592654,-1.14002,1.34716
p10492,0.1752,-0.734085,-0.321267,0.0426472,-0.0422591,0.0903181,-0.176118,-0.441001
p10493,0.0600624,0.162604,-0.901775,0.300409,-0.205673,-0.0353184,-0.37926,-0.356511
p10494,-1.67186,-0.374535,-0.570728,-0.378829,-1.12428,-0.0415391,0.0204784,-0.131998
